# bbscan_version,0.4.6
# generated_at,2026-02-28 19:48:31

skillLineID,profession,spellID,spellName,minSkill,effects,outputs,outputs_named,reagents,reagents_named,totems,has_random_item
164,Blacksmithing,32656,,1,24,25844,25844,23446x10,23446x10,,0
164,Blacksmithing,32657,,1,24,25845,25845,23447x4,23447x4,,0
333,Enchanting,32664,,1,24,22461,22461,25843x1;16203x4;14344x6;16207x1,25843x1;16203x4;14344x6;16207x1,,0
333,Enchanting,32665,,1,24,22462,22462,25844x1;22446x8;22449x8;23571x1;22461x1,25844x1;22446x8;22449x8;23571x1;22461x1,,0
333,Enchanting,32667,,1,24,22463,22463,25845x1;22446x6;22445x6;22462x1,25845x1;22446x6;22445x6;22462x1,,0
171,Alchemy,32765,,1,24,25867,25867,23079x3;23107x3;23112x3;22452x2;21885x2,23079x3;23107x3;23112x3;22452x2;21885x2,,0
171,Alchemy,32766,,1,24,25868,25868,23077x3;21929x3;23117x3;21884x2;22451x2,23077x3;21929x3;23117x3;21884x2;22451x2,,0
755,Jewelcrafting,32801,,1,24,25880,25880,2836x8,2836x8,,0
755,Jewelcrafting,32807,,1,24,25881,25881,2838x8,2838x8,,0
755,Jewelcrafting,32808,,1,24,25882,25882,7912x10,7912x10,,0
755,Jewelcrafting,32809,,1,24,25883,25883,12365x10,12365x10,,0
755,Jewelcrafting,32810,,1,24,25884,25884,22452x1,22452x1,,0
202,Engineering,32814,,1,24,25886,25886,23781x1;21877x1;4342x1,23781x1;21877x1;4342x1,,0
755,Jewelcrafting,32866,,1,24,25896,25896,25867x1,25867x1,20824,0
755,Jewelcrafting,32867,,1,24,25897,25897,25867x1,25867x1,20824,0
755,Jewelcrafting,32868,,1,24,25898,25898,25867x1,25867x1,20824,0
755,Jewelcrafting,32869,,1,24,25899,25899,25867x1,25867x1,20824,0
755,Jewelcrafting,32870,,1,24,25901,25901,25867x1,25867x1,20824,0
755,Jewelcrafting,32871,,1,24,25890,25890,25868x1,25868x1,20824,0
755,Jewelcrafting,32872,,1,24,25893,25893,25868x1,25868x1,20824,0
755,Jewelcrafting,32873,,1,24,25894,25894,25868x1,25868x1,20824,0
755,Jewelcrafting,32874,,1,24,25895,25895,25868x1,25868x1,20824,0
185,Cooking,33276,,1,24,27635,27635,27668x1,27668x1,,0
185,Cooking,33277,,1,24,24105,24105,23676x1,23676x1,,0
185,Cooking,33278,,1,24,27636,27636,27669x1,27669x1,,0
185,Cooking,33279,,1,24,27651,27651,27671x1,27671x1,,0
185,Cooking,33284,,1,24,27655,27655,27674x1,27674x1,,0
185,Cooking,33285,,1,24,27656,27656,27676x1,27676x1,,0
185,Cooking,33286,,1,24,27657,27657,27677x1,27677x1,,0
185,Cooking,33287,,1,24,27658,27658,27678x1,27678x1,,0
185,Cooking,33288,,1,24,27659,27659,27681x1,27681x1,,0
185,Cooking,33289,,1,24,27660,27660,27682x1,27682x1,,0
185,Cooking,33290,,1,24,27661,27661,27422x1,27422x1,,0
185,Cooking,33291,,1,24,27662,27662,27425x1,27425x1,,0
185,Cooking,33292,,1,24,27663,27663,27429x1,27429x1,,0
185,Cooking,33293,,1,24,27664,27664,27435x1,27435x1,,0
185,Cooking,33294,,1,24,27665,27665,27437x1,27437x1,,0
185,Cooking,33295,,1,24,27666,27666,27438x1,27438x1,,0
185,Cooking,33296,,1,24,27667,27667,27439x1,27439x1,,0
171,Alchemy,33732,,1,24,28100,28100,13464x1;22785x1;18256x1,13464x1;22785x1;18256x1,,0
171,Alchemy,33733,,1,24,28101,28101,22787x2;22785x1;18256x1,22787x2;22785x1;18256x1,,0
171,Alchemy,33738,,1,24,28102,28102,13465x1;22785x1;18256x1,13465x1;22785x1;18256x1,,0
171,Alchemy,33740,,1,24,28103,28103,13463x1;22785x1;18256x1,13463x1;22785x1;18256x1,,0
171,Alchemy,33741,,1,24,28104,28104,22789x1;22785x1;18256x1,22789x1;22785x1;18256x1,,0
755,Jewelcrafting,34069,,1,24,28290,28290,23112x1,23112x1,20824,0
164,Blacksmithing,34529,,1,24,23563,23563,22456x20;22451x20;23573x6;23448x4;23449x8,22456x20;22451x20;23573x6;23448x4;23449x8,,0
164,Blacksmithing,34530,,1,24,23564,23564,23563x1;23572x10;22457x10,23563x1;23572x10;22457x10,,0
164,Blacksmithing,34533,,1,24,28483,28483,23571x8;23573x6;23447x6;23449x8,23571x8;23573x6;23447x6;23449x8,,0
164,Blacksmithing,34534,,1,24,28484,28484,28483x1;23572x10;22457x10,28483x1;23572x10;22457x10,,0
164,Blacksmithing,34535,,1,24,28425,28425,22456x20;22457x20;23448x14,22456x20;22457x20;23448x14,,0
164,Blacksmithing,34537,,1,24,28426,28426,28425x1;23572x8;22451x10,28425x1;23572x8;22451x10,,0
164,Blacksmithing,34538,,1,24,28428,28428,23571x10;23449x14;23573x6,23571x10;23449x14;23573x6,,0
164,Blacksmithing,34540,,1,24,28429,28429,28428x1;23572x8;23571x2,28428x1;23572x8;23571x2,,0
164,Blacksmithing,34541,,1,24,28431,28431,23571x5;22456x20;23573x2;23448x12,23571x5;22456x20;23573x2;23448x12,,0
164,Blacksmithing,34542,,1,24,28432,28432,28431x1;23572x8;23448x6,28431x1;23572x8;23448x6,,0
164,Blacksmithing,34543,,1,24,28434,28434,22451x12;22452x12;23571x4;23447x22,22451x12;22452x12;23571x4;23447x22,,0
164,Blacksmithing,34544,,1,24,28435,28435,28434x1;23572x8;22457x10,28434x1;23572x8;22457x10,,0
164,Blacksmithing,34545,,1,24,28437,28437,21884x20;22452x20;23447x12;23449x8,21884x20;22452x20;23447x12;23449x8,,0
164,Blacksmithing,34546,,1,24,28438,28438,28437x1;23572x8;23571x2,28437x1;23572x8;23571x2,,0
164,Blacksmithing,34547,,1,24,28440,28440,22451x20;21885x20;23573x6;23449x12,22451x20;21885x20;23573x6;23449x12,,0
164,Blacksmithing,34548,,1,24,28441,28441,28440x1;23572x8;22457x10,28440x1;23572x8;22457x10,,0
755,Jewelcrafting,34590,,1,24,28595,28595,23077x1,23077x1,20824,0
164,Blacksmithing,34607,,1,24,28420,28420,23445x1;21877x1,23445x1;21877x1,,0
164,Blacksmithing,34608,,1,24,28421,28421,23446x1;21877x2,23446x1;21877x2,,0
755,Jewelcrafting,34955,,1,24,29157,29157,3577x4;1705x1;1529x1;3864x1,3577x4;1705x1;1529x1;3864x1,20815,0
755,Jewelcrafting,34959,,1,24,29158,29158,6037x3;7910x2;3864x2,6037x3;7910x2;3864x2,20815,0
755,Jewelcrafting,34960,,1,24,29159,29159,12800x2;21752x1,12800x2;21752x1,20815,0
755,Jewelcrafting,34961,,1,24,29160,29160,12364x2;21752x1,12364x2;21752x1,20815,0
164,Blacksmithing,34979,,1,24,29201,29201,2841x6;3470x2;2319x1,2841x6;3470x2;2319x1,,0
164,Blacksmithing,34981,,1,24,29202,29202,3859x5;7069x2;3486x2;4234x1,3859x5;7069x2;3486x2;4234x1,,0
164,Blacksmithing,34982,,1,24,29203,29203,12655x2;12359x6;8170x1,12655x2;12359x6;8170x1,,0
164,Blacksmithing,34983,,1,24,29204,29204,23448x6;22451x2;21884x2;23793x1,23448x6;22451x2;21884x2;23793x1,,0
165,Leatherworking,35520,,1,24,29483,29483,23793x4;21886x4,23793x4;21886x4,,0
165,Leatherworking,35521,,1,24,29485,29485,23793x4;21885x4,23793x4;21885x4,,0
165,Leatherworking,35522,,1,24,29486,29486,23793x4;21884x4,23793x4;21884x4,,0
165,Leatherworking,35523,,1,24,29487,29487,23793x4;22456x4,23793x4;22456x4,,0
165,Leatherworking,35524,,1,24,29488,29488,23793x4;22457x4,23793x4;22457x4,,0
165,Leatherworking,35525,,1,24,29489,29489,23793x6;25700x12;22457x8,23793x6;25700x12;22457x8,,0
165,Leatherworking,35526,,1,24,29490,29490,23793x4;25700x10;22457x6,23793x4;25700x10;22457x6,,0
165,Leatherworking,35527,,1,24,29491,29491,23793x4;25700x10;22457x6,23793x4;25700x10;22457x6,,0
165,Leatherworking,35528,,1,24,29493,29493,23793x4;25699x8;21884x3;21885x3,23793x4;25699x8;21884x3;21885x3,,0
165,Leatherworking,35529,,1,24,29492,29492,23793x6;25699x12;21884x4;21885x4,23793x6;25699x12;21884x4;21885x4,,0
165,Leatherworking,35530,,1,24,29540,29540,23793x6;22452x4,23793x6;22452x4,,0
165,Leatherworking,35531,,1,24,29494,29494,23793x4;25699x8;21884x3;21885x3,23793x4;25699x8;21884x3;21885x3,,0
165,Leatherworking,35532,,1,24,29495,29495,23793x6;25708x24;22457x8,23793x6;25708x24;22457x8,,0
165,Leatherworking,35533,,1,24,29496,29496,23793x4;25708x16;22457x6,23793x4;25708x16;22457x6,,0
165,Leatherworking,35534,,1,24,29497,29497,23793x4;25708x16;22457x6,23793x4;25708x16;22457x6,,0
165,Leatherworking,35535,,1,24,29498,29498,23793x6;25707x10;21884x4;21885x4,23793x6;25707x10;21884x4;21885x4,,0
165,Leatherworking,35536,,1,24,29499,29499,23793x4;25707x8;21884x3;21885x3,23793x4;25707x8;21884x3;21885x3,,0
165,Leatherworking,35537,,1,24,29500,29500,23793x4;25707x6;21884x3;21885x3,23793x4;25707x6;21884x3;21885x3,,0
165,Leatherworking,35538,,1,24,29532,29532,23793x6;25707x4,23793x6;25707x4,,0
165,Leatherworking,35539,,1,24,29531,29531,23793x6;29548x4,23793x6;29548x4,,0
165,Leatherworking,35540,,1,24,29528,29528,23793x3;25700x3,23793x3;25700x3,,0
165,Leatherworking,35543,,1,24,29529,29529,23793x6;25708x4,23793x6;25708x4,,0
165,Leatherworking,35544,,1,24,29530,29530,23793x6;29547x4,23793x6;29547x4,,0
165,Leatherworking,35549,,1,24,29533,29533,23793x4;29539x2;22451x4,23793x4;29539x2;22451x4,,0
165,Leatherworking,35554,,1,24,29535,29535,23793x4;29539x4;22451x8;23572x1,23793x4;29539x4;22451x8;23572x1,,0
165,Leatherworking,35555,,1,24,29534,29534,23793x4;25708x8;22452x4,23793x4;25708x8;22452x4,,0
165,Leatherworking,35557,,1,24,29536,29536,23793x4;25708x16;22452x8;23572x1,23793x4;25708x16;22452x8;23572x1,,0
165,Leatherworking,35558,,1,24,29502,29502,23793x6;29539x10;22451x15;22456x15;23572x1,23793x6;29539x10;22451x15;22456x15;23572x1,,0
165,Leatherworking,35559,,1,24,29503,29503,23793x4;29539x8;22451x12;22456x12;23572x1,23793x4;29539x8;22451x12;22456x12;23572x1,,0
165,Leatherworking,35560,,1,24,29504,29504,23793x6;29547x20;22451x18;22457x10;23572x1,23793x6;29547x20;22451x18;22457x10;23572x1,,0
165,Leatherworking,35561,,1,24,29505,29505,23793x6;21886x20;21885x8;23572x1,23793x6;21886x20;21885x8;23572x1,,0
165,Leatherworking,35562,,1,24,29506,29506,23793x4;21886x16;22452x12;23572x1,23793x4;21886x16;22452x12;23572x1,,0
165,Leatherworking,35563,,1,24,29507,29507,23793x4;29547x12;22452x18;22451x8;23572x1,23793x4;29547x12;22452x18;22451x8;23572x1,,0
165,Leatherworking,35564,,1,24,29508,29508,23793x6;29548x28;21886x12;22457x12;23572x1,23793x6;29548x28;21886x12;22457x12;23572x1,,0
165,Leatherworking,35567,,1,24,29512,29512,23793x4;29548x24;22452x22;22457x4;23572x1,23793x4;29548x24;22452x22;22457x4;23572x1,,0
165,Leatherworking,35568,,1,24,29509,29509,23793x4;29547x14;22451x14;21884x10;23572x1,23793x4;29547x14;22451x14;21884x10;23572x1,,0
165,Leatherworking,35572,,1,24,29510,29510,23793x6;29548x28;21884x18;22457x12;23572x1,23793x6;29548x28;21884x18;22457x12;23572x1,,0
165,Leatherworking,35573,,1,24,29511,29511,23793x4;29548x24;21884x14;22457x10;23572x1,23793x4;29548x24;21884x14;22457x10;23572x1,,0
165,Leatherworking,35574,,1,24,29514,29514,23793x8;29548x32;22452x20;22451x8;23572x1,23793x8;29548x32;22452x20;22451x8;23572x1,,0
165,Leatherworking,35575,,1,24,29515,29515,23793x8;29548x30;21884x16;22456x16;23572x2,23793x8;29548x30;21884x16;22456x16;23572x2,,0
165,Leatherworking,35576,,1,24,29516,29516,23793x6;29548x24;21884x12;22456x12;23572x1,23793x6;29548x24;21884x12;22456x12;23572x1,,0
165,Leatherworking,35577,,1,24,29517,29517,23793x4;29548x18;21884x8;22456x8,23793x4;29548x18;21884x8;22456x8,,0
165,Leatherworking,35580,,1,24,29519,29519,23793x8;29548x30;22457x16;22451x16;23572x2,23793x8;29548x30;22457x16;22451x16;23572x2,,0
165,Leatherworking,35582,,1,24,29520,29520,23793x6;29548x24;22457x12;22451x12;23572x1,23793x6;29548x24;22457x12;22451x12;23572x1,,0
165,Leatherworking,35584,,1,24,29521,29521,23793x4;29548x18;22457x8;22451x8,23793x4;29548x18;22457x8;22451x8,,0
165,Leatherworking,35585,,1,24,29522,29522,23793x8;29547x20;22451x16;23571x3;23572x2,23793x8;29547x20;22451x16;23571x3;23572x2,,0
165,Leatherworking,35587,,1,24,29524,29524,23793x6;29547x16;22451x12;23571x2;23572x1,23793x6;29547x16;22451x12;23571x2;23572x1,,0
165,Leatherworking,35588,,1,24,29523,29523,23793x4;29547x12;22451x8;23571x1,23793x4;29547x12;22451x8;23571x1,,0
165,Leatherworking,35589,,1,24,29525,29525,23793x8;23571x6;23572x2,23793x8;23571x6;23572x2,,0
165,Leatherworking,35590,,1,24,29526,29526,23793x6;23571x5;23572x1,23793x6;23571x5;23572x1,,0
165,Leatherworking,35591,,1,24,29527,29527,23793x4;23571x3,23793x4;23571x3,,0
165,Leatherworking,36074,,1,24,29964,29964,8170x10;7081x8;8172x2;14341x1,8170x10;7081x8;8172x2;14341x1,,0
165,Leatherworking,36075,,1,24,29970,29970,8170x10;17056x5;8153x4;8172x2;14341x1,8170x10;17056x5;8153x4;8172x2;14341x1,,0
165,Leatherworking,36076,,1,24,29971,29971,8170x10;8165x10;8172x2;14341x1,8170x10;8165x10;8172x2;14341x1,,0
165,Leatherworking,36077,,1,24,29973,29973,23793x4;22451x2;22452x2;14341x2,23793x4;22451x2;22452x2;14341x2,,0
165,Leatherworking,36078,,1,24,29974,29974,23793x4;25699x12;21886x3;14341x2,23793x4;25699x12;21886x3;14341x2,,0
165,Leatherworking,36079,,1,24,29975,29975,23793x4;15416x8;21884x3;14341x2,23793x4;15416x8;21884x3;14341x2,,0
164,Blacksmithing,36122,,1,24,30069,30069,3860x16;7075x2,3860x16;7075x2,,0
164,Blacksmithing,36124,,1,24,30070,30070,3860x16;7081x2,3860x16;7081x2,,0
164,Blacksmithing,36125,,1,24,30071,30071,3860x12;7075x4,3860x12;7075x4,,0
164,Blacksmithing,36126,,1,24,30072,30072,3860x12;7081x4,3860x12;7081x4,,0
164,Blacksmithing,36128,,1,24,30073,30073,3860x12;7077x4,3860x12;7077x4,,0
164,Blacksmithing,36129,,1,24,30074,30074,23446x8;22452x4,23446x8;22452x4,,0
164,Blacksmithing,36130,,1,24,30076,30076,23446x8;21885x2;22451x2,23446x8;21885x2;22451x2,,0
164,Blacksmithing,36131,,1,24,30077,30077,23446x6;22451x6,23446x6;22451x6,,0
164,Blacksmithing,36133,,1,24,30086,30086,23446x10;22452x6,23446x10;22452x6,,0
164,Blacksmithing,36134,,1,24,30087,30087,23446x8;21885x3;22451x3,23446x8;21885x3;22451x3,,0
164,Blacksmithing,36135,,1,24,30088,30088,23446x10;22451x6,23446x10;22451x6,,0
164,Blacksmithing,36136,,1,24,30089,30089,23446x8;21884x6,23446x8;21884x6,,0
164,Blacksmithing,36137,,1,24,30093,30093,23446x12;22452x6,23446x12;22452x6,,0
185,Cooking,36210,,1,24,30155,30155,24477x2,24477x2,,0
164,Blacksmithing,36256,,1,24,23565,23565,23564x1;30183x2,23564x1;30183x2,,0
164,Blacksmithing,36257,,1,24,28485,28485,28484x1;30183x2,28484x1;30183x2,,0
164,Blacksmithing,36258,,1,24,28427,28427,28426x1;30183x5,28426x1;30183x5,,0
164,Blacksmithing,36259,,1,24,28430,28430,28429x1;30183x5,28429x1;30183x5,,0
164,Blacksmithing,36260,,1,24,28433,28433,28432x1;30183x5,28432x1;30183x5,,0
164,Blacksmithing,36261,,1,24,28436,28436,28435x1;30183x5,28435x1;30183x5,,0
164,Blacksmithing,36262,,1,24,28439,28439,28438x1;30183x5,28438x1;30183x5,,0
164,Blacksmithing,36263,,1,24,28442,28442,28441x1;30183x5,28441x1;30183x5,,0
197,Tailoring,36315,,1,24,30038,30038,30183x2;21842x4;21884x15;14341x2,30183x2;21842x4;21884x15;14341x2,,0
197,Tailoring,36316,,1,24,30036,30036,30183x2;21842x4;21886x10;14341x2;21885x10,30183x2;21842x4;21886x10;14341x2;21885x10,,0
197,Tailoring,36317,,1,24,30037,30037,23572x2;24272x4;24271x4;14341x2,23572x2;24272x4;24271x4;14341x2,,0
197,Tailoring,36318,,1,24,30035,30035,23572x2;21845x4;24271x4;14341x2,23572x2;21845x4;24271x4;14341x2,,0
165,Leatherworking,36349,,1,24,30042,30042,30183x2;23793x4;21886x10;14341x2;22451x10,30183x2;23793x4;21886x10;14341x2;22451x10,,0
165,Leatherworking,36351,,1,24,30040,30040,30183x2;23793x4;22456x10;14341x2;22451x10,30183x2;23793x4;22456x10;14341x2;22451x10,,0
165,Leatherworking,36352,,1,24,30046,30046,30183x2;23793x4;22451x10;29547x10;14341x2,30183x2;23793x4;22451x10;29547x10;14341x2,,0
165,Leatherworking,36353,,1,24,30044,30044,30183x2;23793x4;21885x10;29547x6;14341x2,30183x2;23793x4;21885x10;29547x6;14341x2,,0
165,Leatherworking,36355,,1,24,30041,30041,23572x2;23793x4;21886x12;14341x2,23572x2;23793x4;21886x12;14341x2,,0
165,Leatherworking,36357,,1,24,30039,30039,23572x2;23793x4;22456x12;14341x2,23572x2;23793x4;22456x12;14341x2,,0
165,Leatherworking,36358,,1,24,30045,30045,23572x2;23793x4;22451x10;29547x6;14341x2,23572x2;23793x4;22451x10;29547x6;14341x2,,0
165,Leatherworking,36359,,1,24,30043,30043,23572x2;23793x4;21885x10;29547x6;14341x2,23572x2;23793x4;21885x10;29547x6;14341x2,,0
164,Blacksmithing,36389,,1,24,30034,30034,30183x2;23573x5;21885x10;22452x5,30183x2;23573x5;21885x10;22452x5,,0
164,Blacksmithing,36390,,1,24,30032,30032,30183x2;23573x5;21884x10,30183x2;23573x5;21884x10,,0
164,Blacksmithing,36391,,1,24,30033,30033,23572x2;23573x4;21885x12,23572x2;23573x4;21885x12,,0
164,Blacksmithing,36392,,1,24,30031,30031,23572x2;23573x4;21884x12,23572x2;23573x4;21884x12,,0
755,Jewelcrafting,36523,,1,24,30419,30419,2841x4;20817x1;1206x1,2841x4;20817x1;1206x1,20815,0
755,Jewelcrafting,36524,,1,24,30420,30420,1529x1;20817x1;3575x2,1529x1;20817x1;3575x2,20815,0
755,Jewelcrafting,36525,,1,24,30421,30421,7910x1;21752x1,7910x1;21752x1,20815,0
755,Jewelcrafting,36526,,1,24,30422,30422,12800x1;21752x1,12800x1;21752x1,20815,0
197,Tailoring,36665,,1,24,30459,30459,21840x10;21884x5;22456x6;21881x2,21840x10;21884x5;22456x6;21881x2,,0
197,Tailoring,36667,,1,24,30460,30460,21840x6;21887x4;21884x3;22456x4;21881x2,21840x6;21887x4;21884x3;22456x4;21881x2,,0
197,Tailoring,36668,,1,24,30461,30461,21840x6;21887x4;21884x2;22456x6;21881x2,21840x6;21887x4;21884x2;22456x6;21881x2,,0
197,Tailoring,36669,,1,24,30465,30465,21840x10;21885x5;21886x5;21881x2,21840x10;21885x5;21886x5;21881x2,,0
197,Tailoring,36670,,1,24,30463,30463,21840x6;21887x4;21885x3;21886x3;21881x2,21840x6;21887x4;21885x3;21886x3;21881x2,,0
197,Tailoring,36672,,1,24,30464,30464,21840x4;21887x4;21885x2;21886x2;21881x2,21840x4;21887x4;21885x2;21886x2;21881x2,,0
197,Tailoring,36686,,1,24,24272,24272,21842x1;22456x1;21884x1,21842x1;22456x1;21884x1,,0
202,Engineering,36954,,1,24,30542,30542,23784x1;21884x2;23826x2;23783x4;23786x1,23784x1;21884x2;23826x2;23783x4;23786x1,,0
202,Engineering,36955,,1,24,30544,30544,23784x1;22451x2;23787x2;23783x4;23786x1,23784x1;22451x2;23787x2;23783x4;23786x1,,0
755,Jewelcrafting,37818,,1,24,30804,30804,2841x2;20817x1;774x3;818x3;1210x2,2841x2;20817x1;774x3;818x3;1210x2,20815,0
185,Cooking,37836,,1,24,30816,30816,30817x1;2678x1,30817x1;2678x1,,0
755,Jewelcrafting,37855,,1,24,30825,30825,23447x2;22457x8,23447x2;22457x8,20815,0
197,Tailoring,37873,,1,24,30831,30831,21842x4;22457x3;21886x3;21881x2,21842x4;22457x3;21886x3;21881x2,,0
197,Tailoring,37882,,1,24,30837,30837,21840x5;21884x5;14341x2,21840x5;21884x5;14341x2,,0
197,Tailoring,37883,,1,24,30838,30838,21840x7;21884x7;14341x2,21840x7;21884x7;14341x2,,0
197,Tailoring,37884,,1,24,30839,30839,21840x9;21884x9;14341x2,21840x9;21884x9;14341x2,,0
755,Jewelcrafting,38068,,1,24,31079,31079,24243x4;22452x1,24243x4;22452x1,,0
171,Alchemy,38070,,1,24,31080,31080,22452x1;21886x1;22457x1,22452x1;21886x1;22457x1,,0
755,Jewelcrafting,38175,,1,24,31154,31154,2841x6;20817x1;1705x1,2841x6;20817x1;1705x1,20815,0
164,Blacksmithing,38473,,1,24,31364,31364,23448x8;21886x12;22456x12;23572x1,23448x8;21886x12;22456x12;23572x1,,0
164,Blacksmithing,38475,,1,24,31367,31367,23448x8;21886x12;22456x12;23572x1,23448x8;21886x12;22456x12;23572x1,,0
164,Blacksmithing,38476,,1,24,31368,31368,23448x8;21886x12;22456x12;23572x1,23448x8;21886x12;22456x12;23572x1,,0
164,Blacksmithing,38477,,1,24,31369,31369,23449x8;21885x12;21884x12;23572x1,23449x8;21885x12;21884x12;23572x1,,0
164,Blacksmithing,38478,,1,24,31370,31370,23449x8;21885x12;21884x12;23572x1,23449x8;21885x12;21884x12;23572x1,,0
164,Blacksmithing,38479,,1,24,31371,31371,23449x8;21885x12;21884x12;23572x1,23449x8;21885x12;21884x12;23572x1,,0
755,Jewelcrafting,38503,,1,24,31398,31398,31079x4;23449x2;21885x6;21884x6,31079x4;23449x2;21885x6;21884x6,20815,0
755,Jewelcrafting,38504,,1,24,31399,31399,31079x4;23448x2;21886x6;22456x6,31079x4;23448x2;21886x6;22456x6,20815,0
185,Cooking,38867,,1,24,31672,31672,31670x1,31670x1,,0
185,Cooking,38868,,1,24,31673,31673,31671x1,31671x1,,0
171,Alchemy,38960,,1,24,31679,31679,22789x1;22792x2;18256x1,22789x1;22792x2;18256x1,,0
171,Alchemy,38961,,1,24,31677,31677,22793x1;22792x2;18256x1,22793x1;22792x2;18256x1,,0
171,Alchemy,38962,,1,24,31676,31676,22785x2;22792x3;18256x1,22785x2;22792x3;18256x1,,0
755,Jewelcrafting,39451,,1,24,31860,31860,23112x1,23112x1,20824,0
755,Jewelcrafting,39452,,1,24,31861,31861,23440x1,23440x1,20824,0
755,Jewelcrafting,39455,,1,24,31862,31862,23107x1,23107x1,20824,0
755,Jewelcrafting,39458,,1,24,31864,31864,23107x1,23107x1,20824,0
755,Jewelcrafting,39462,,1,24,31865,31865,23441x1,23441x1,20824,0
755,Jewelcrafting,39463,,1,24,31863,31863,23441x1,23441x1,20824,0
755,Jewelcrafting,39466,,1,24,31866,31866,21929x1,21929x1,20824,0
755,Jewelcrafting,39467,,1,24,31869,31869,21929x1,21929x1,20824,0
755,Jewelcrafting,39470,,1,24,31867,31867,23439x1,23439x1,20824,0
755,Jewelcrafting,39471,,1,24,31868,31868,23439x1,23439x1,20824,0
171,Alchemy,39636,,1,24,32062,32062,22787x2;22785x1;18256x1,22787x2;22785x1;18256x1,,0
171,Alchemy,39637,,1,24,32063,32063,22786x1;22787x2;18256x1,22786x1;22787x2;18256x1,,0
171,Alchemy,39638,,1,24,32067,32067,22785x1;22789x1;18256x1,22785x1;22789x1;18256x1,,0
171,Alchemy,39639,,1,24,32068,32068,22790x1;22787x1;18256x1,22790x1;22787x1;18256x1,,0
755,Jewelcrafting,39705,,1,24,32193,32193,32227x1,32227x1,20824,0
755,Jewelcrafting,39706,,1,24,32194,32194,32227x1,32227x1,20824,0
755,Jewelcrafting,39710,,1,24,32195,32195,32227x1,32227x1,20824,0
755,Jewelcrafting,39711,,1,24,32196,32196,32227x1,32227x1,20824,0
755,Jewelcrafting,39712,,1,24,32197,32197,32227x1,32227x1,20824,0
755,Jewelcrafting,39713,,1,24,32198,32198,32227x1,32227x1,20824,0
755,Jewelcrafting,39714,,1,24,32199,32199,32227x1,32227x1,20824,0
755,Jewelcrafting,39715,,1,24,32200,32200,32228x1,32228x1,20824,0
755,Jewelcrafting,39716,,1,24,32201,32201,32228x1,32228x1,20824,0
755,Jewelcrafting,39717,,1,24,32202,32202,32228x1,32228x1,20824,0
755,Jewelcrafting,39718,,1,24,32203,32203,32228x1,32228x1,20824,0
755,Jewelcrafting,39719,,1,24,32204,32204,32229x1,32229x1,20824,0
755,Jewelcrafting,39720,,1,24,32205,32205,32229x1,32229x1,20824,0
755,Jewelcrafting,39721,,1,24,32206,32206,32229x1,32229x1,20824,0
755,Jewelcrafting,39722,,1,24,32207,32207,32229x1,32229x1,20824,0
755,Jewelcrafting,39723,,1,24,32208,32208,32229x1,32229x1,20824,0
755,Jewelcrafting,39724,,1,24,32209,32209,32229x1,32229x1,20824,0
755,Jewelcrafting,39725,,1,24,32210,32210,32229x1,32229x1,20824,0
755,Jewelcrafting,39727,,1,24,32211,32211,32230x1,32230x1,20824,0
755,Jewelcrafting,39728,,1,24,32212,32212,32230x1,32230x1,20824,0
755,Jewelcrafting,39729,,1,24,32213,32213,32230x1,32230x1,20824,0
755,Jewelcrafting,39730,,1,24,32214,32214,32230x1,32230x1,20824,0
755,Jewelcrafting,39731,,1,24,32215,32215,32230x1,32230x1,20824,0
755,Jewelcrafting,39732,,1,24,32216,32216,32230x1,32230x1,20824,0
755,Jewelcrafting,39733,,1,24,32217,32217,32231x1,32231x1,20824,0
755,Jewelcrafting,39734,,1,24,32218,32218,32231x1,32231x1,20824,0
755,Jewelcrafting,39735,,1,24,32219,32219,32231x1,32231x1,20824,0
755,Jewelcrafting,39736,,1,24,32220,32220,32231x1,32231x1,20824,0
755,Jewelcrafting,39737,,1,24,32221,32221,32231x1,32231x1,20824,0
755,Jewelcrafting,39738,,1,24,32222,32222,32231x1,32231x1,20824,0
755,Jewelcrafting,39739,,1,24,32223,32223,32249x1,32249x1,20824,0
755,Jewelcrafting,39740,,1,24,32224,32224,32249x1,32249x1,20824,0
755,Jewelcrafting,39741,,1,24,32225,32225,32249x1,32249x1,20824,0
755,Jewelcrafting,39742,,1,24,32226,32226,32249x1,32249x1,20824,0
202,Engineering,39895,,1,24,7191,7191,20816x3;7078x2,20816x3;7078x2,,0
755,Jewelcrafting,39961,,1,24,32409,32409,25867x1,25867x1,20824,0
755,Jewelcrafting,39963,,1,24,32410,32410,25868x1,25868x1,20824,0
202,Engineering,39971,,1,24,32423,32423,21885x1;23781x2;21877x2,21885x1;23781x2;21877x2,,0
202,Engineering,39973,,1,24,32413,32413,32423x1;23782x1;23783x1,32423x1;23782x1;23783x1,,0
165,Leatherworking,39997,,1,24,32398,32398,32428x2;22450x1;21886x2;22456x4;25700x4,32428x2;22450x1;21886x2;22456x4;25700x4,,0
165,Leatherworking,40001,,1,24,32400,32400,32428x3;22450x1;21886x4;22456x6;25700x3,32428x3;22450x1;21886x4;22456x6;25700x3,,0
165,Leatherworking,40002,,1,24,32397,32397,32428x2;22450x1;21886x3;22456x4;25700x2,32428x2;22450x1;21886x3;22456x4;25700x2,,0
