itemID,spellID,name,spellName,requiredLevel,quality,qualityRank,maxStacks,isEquipable,icon,descriptionSource,description,spellDescription,specTokens,spec,classRequirements_json,getEnchantInfo_ok,getEnchantInfo_retN,getEnchantInfo_retTypes,getEnchantInfo_keys
1013863,1330145,Demonic Aegis,Demonic Aegis,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Shadow_RagingScream,C_Spell:GetSpellDescription,"|cFF66DDFFCrossover Talent|r\nIncreases the effectiveness of your Demon Armor, Summoner's Armor and Fel Armor spells by 30%.\n\nThis Mystic Enchant does not stack with the Demonic Aegis Talent.","|cFF66DDFFCrossover Talent|r\nIncreases the effectiveness of your Demon Armor, Summoner's Armor and Fel Armor spells by 30%.\n\nThis Mystic Enchant does not stack with the Demonic Aegis Talent.","{""1"": ""DEMONOLOGY""}","{""1"": ""DEMONOLOGY""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Affliction""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Destruction""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013864,1330893,Sleight of Hand,Sleight of Hand,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Rogue_Feint,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nReduces the chance you are critically hit by melee and ranged attacks by 2% and increases the threat reduction of your Feint ability by 20%.\n\nThis Mystic Enchant does not stack with the Sleight of Hand Talent.,|cFF66DDFFCrossover Talent|r\nReduces the chance you are critically hit by melee and ranged attacks by 2% and increases the threat reduction of your Feint ability by 20%.\n\nThis Mystic Enchant does not stack with the Sleight of Hand Talent.,"{""1"": ""SUBTLETY""}","{""1"": ""SUBTLETY""}","{""1"": {""ClassType"": ""RebornRogue"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Assassination""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Combat""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013865,1331868,Crusade,Crusade,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Holy_Crusade,C_Spell:GetSpellDescription,"|cFF66DDFFCrossover Talent|r\nIncreases all damage caused by 3% and all damage caused against Humanoids, Demons, Undead and Elementals by an additional 3%.\n\nThis Mystic Enchant does not stack with the Crusade Talent.","|cFF66DDFFCrossover Talent|r\nIncreases all damage caused by 3% and all damage caused against Humanoids, Demons, Undead and Elementals by an additional 3%.\n\nThis Mystic Enchant does not stack with the Crusade Talent.","{""1"": ""RETRIBUTION""}","{""1"": ""RETRIBUTION""}","{""1"": {""ClassType"": ""RebornPaladin"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Holy""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Protection""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013866,1332383,Empowered Corruption,Empowered Corruption,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Shadow_AbominationExplosion,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nIncreases the damage of your Corruption spell by an amount equal to 36% of your spell power.\n\nThis Mystic Enchant does not stack with the Empowered Corruption Talent.,|cFF66DDFFCrossover Talent|r\nIncreases the damage of your Corruption spell by an amount equal to 36% of your spell power.\n\nThis Mystic Enchant does not stack with the Empowered Corruption Talent.,"{""1"": ""AFFLICTION""}","{""1"": ""AFFLICTION""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Demonology""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Destruction""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013867,1333172,Absolution,Absolution,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Holy_Absolution,C_Spell:GetSpellDescription,"|cFF66DDFFCrossover Talent|r\nReduces the mana cost of your Dispel Magic, Cure Disease, Abolish Disease and Mass Dispel spells by 15%.\n\nThis Mystic Enchant does not stack with the Absolution Talent.","|cFF66DDFFCrossover Talent|r\nReduces the mana cost of your Dispel Magic, Cure Disease, Abolish Disease and Mass Dispel spells by 15%.\n\nThis Mystic Enchant does not stack with the Absolution Talent.","{""1"": ""DISCIPLINE""}","{""1"": ""DISCIPLINE""}","{""1"": {""ClassType"": ""RebornPriest"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Holy""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Shadow""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013868,1334484,Careful Aim,Careful Aim,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Hunter_ZenArchery,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nIncreases your ranged attack power by an amount equal to 100% of your total Intellect.\n\nThis Mystic Enchant does not stack with the Careful Aim Talent.,|cFF66DDFFCrossover Talent|r\nIncreases your ranged attack power by an amount equal to 100% of your total Intellect.\n\nThis Mystic Enchant does not stack with the Careful Aim Talent.,"{""1"": ""MARKSMANSHIP""}","{""1"": ""MARKSMANSHIP""}","{""1"": {""ClassType"": ""RebornHunter"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""BeastMastery""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Survival""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013869,1334496,Survival Instincts,Survival Instincts,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Hunter_SurvivalInstincts,C_Spell:GetSpellDescription,"|cFF66DDFFCrossover Talent|r\nReduces all damage taken by 4% and increases the critical strike chance of your Arcane Shot, Steady Shot, and Explosive Shot by 4%.\n\nThis Mystic Enchant does not stack with the Survival Instincts Talent.","|cFF66DDFFCrossover Talent|r\nReduces all damage taken by 4% and increases the critical strike chance of your Arcane Shot, Steady Shot, and Explosive Shot by 4%.\n\nThis Mystic Enchant does not stack with the Survival Instincts Talent.","{""1"": ""SURVIVAL""}","{""1"": ""SURVIVAL""}","{""1"": {""ClassType"": ""RebornHunter"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""BeastMastery""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Marksmanship""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013870,1334949,Rapid Killing,Rapid Killing,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Hunter_RapidKilling,C_Spell:GetSpellDescription,"|cFF66DDFFCrossover Talent|r\nReduces the cooldown of your Rapid Fire ability by 60 sec.  In addition, after killing an opponent that yields experience or honor, your next Aimed Shot, Arcane Shot or Chimera Shot causes 20% additional damage.  Lasts 20 sec.\n\nThis Mystic Enchant does not stack with the Rapid Killing Talent.","|cFF66DDFFCrossover Talent|r\nReduces the cooldown of your Rapid Fire ability by 60 sec.  In addition, after killing an opponent that yields experience or honor, your next Aimed Shot, Arcane Shot or Chimera Shot causes 20% additional damage.  Lasts 20 sec.\n\nThis Mystic Enchant does not stack with the Rapid Killing Talent.","{""1"": ""MARKSMANSHIP""}","{""1"": ""MARKSMANSHIP""}","{""1"": {""ClassType"": ""RebornHunter"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""BeastMastery""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Survival""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013871,1334954,Go for the Throat,Go for the Throat,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Hunter_GoForTheThroat,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nYour ranged critical hits cause your pet to generate 50 Focus.\n\nThis Mystic Enchant does not stack with the Go for the Throat Talent.,|cFF66DDFFCrossover Talent|r\nYour ranged critical hits cause your pet to generate 50 Focus.\n\nThis Mystic Enchant does not stack with the Go for the Throat Talent.,"{""1"": ""MARKSMANSHIP""}","{""1"": ""MARKSMANSHIP""}","{""1"": {""ClassType"": ""RebornHunter"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""BeastMastery""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Survival""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013900,1335030,Focused Fire,Focused Fire,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Hunter_SilentHunter,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nAll damage caused by you is increased by 2% while your pet is active and the critical strike chance of your pet's special abilities is increased by 20% while Kill Command is active.\n\nThis Mystic Enchant does not stack with the Focused Fire Talent.,|cFF66DDFFCrossover Talent|r\nAll damage caused by you is increased by 2% while your pet is active and the critical strike chance of your pet's special abilities is increased by 20% while Kill Command is active.\n\nThis Mystic Enchant does not stack with the Focused Fire Talent.,"{""1"": ""BEASTMASTERY""}","{""1"": ""BEASTMASTERY""}","{""1"": {""ClassType"": ""RebornHunter"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Marksmanship""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Survival""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013901,1335364,Nature's Majesty,Nature's Majesty,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\INV_Staff_01,C_Spell:GetSpellDescription,"|cFF66DDFFCrossover Talent|r\nIncreases the critical strike chance of your Wrath, Starfire, Starfall, Nourish and Healing Touch spells by 4%.\n\nThis Mystic Enchant does not stack with the Nature's Majesty Talent.","|cFF66DDFFCrossover Talent|r\nIncreases the critical strike chance of your Wrath, Starfire, Starfall, Nourish and Healing Touch spells by 4%.\n\nThis Mystic Enchant does not stack with the Nature's Majesty Talent.","{""1"": ""BALANCE""}","{""1"": ""BALANCE""}","{""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Feral""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013902,1335397,Sanctity of Battle,Sanctity of Battle,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Holy_HolySmite,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nIncreases your chance to critically hit with all spells and attacks by 3% and increases the damage caused by Exorcism and Crusader Strike by 15%.\n\nThis Mystic Enchant does not stack with the Sanctity of Battle Talent.,|cFF66DDFFCrossover Talent|r\nIncreases your chance to critically hit with all spells and attacks by 3% and increases the damage caused by Exorcism and Crusader Strike by 15%.\n\nThis Mystic Enchant does not stack with the Sanctity of Battle Talent.,"{""1"": ""RETRIBUTION""}","{""1"": ""RETRIBUTION""}","{""1"": {""ClassType"": ""RebornPaladin"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Holy""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Protection""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013907,1337117,Primal Fury,Primal Fury,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Racial_Cannibalize,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nGives you a 100% chance to gain an additional 5 Rage anytime you get a critical strike while in Bear and Dire Bear Form and your critical strikes from Cat Form abilities that add combo points  have a 100% chance to add an additional combo point.\n\nThis Mystic Enchant does not stack with the Primal Fury Talent.,|cFF66DDFFCrossover Talent|r\nGives you a 100% chance to gain an additional 5 Rage anytime you get a critical strike while in Bear and Dire Bear Form and your critical strikes from Cat Form abilities that add combo points  have a 100% chance to add an additional combo point.\n\nThis Mystic Enchant does not stack with the Primal Fury Talent.,"{""1"": ""FERAL""}","{""1"": ""FERAL""}","{""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Balance""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013911,1343338,Shamanistic Focus,Shamanistic Focus,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Nature_ElementalAbsorption,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nReduces the mana cost of your Shock spells by 45%.\n\nThis Mystic Enchant does not stack with the Shamanistic Focus Talent.,|cFF66DDFFCrossover Talent|r\nReduces the mana cost of your Shock spells by 45%.\n\nThis Mystic Enchant does not stack with the Shamanistic Focus Talent.,"{""1"": ""ENHANCEMENT""}","{""1"": ""ENHANCEMENT""}","{""1"": {""ClassType"": ""RebornShaman"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Elemental""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013912,1344399,Student of the Mind,Student of the Mind,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Mage_StudentOfTheMind,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nIncreases your total Spirit by 10%.\n\nThis Mystic Enchant does not stack with the Student of the Mind Talent.,|cFF66DDFFCrossover Talent|r\nIncreases your total Spirit by 10%.\n\nThis Mystic Enchant does not stack with the Student of the Mind Talent.,"{""1"": ""ARCANE""}","{""1"": ""ARCANE""}","{""1"": {""ClassType"": ""RebornMage"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Fire""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Frost""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013913,1347231,Fel Synergy,Fel Synergy,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Shadow_FelMending,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nYou have a 100% chance to heal your pet for 15% of the amount of spell damage done by you.\n\nThis Mystic Enchant does not stack with the Fel Synergy Talent.,|cFF66DDFFCrossover Talent|r\nYou have a 100% chance to heal your pet for 15% of the amount of spell damage done by you.\n\nThis Mystic Enchant does not stack with the Fel Synergy Talent.,"{""1"": ""DEMONOLOGY""}","{""1"": ""DEMONOLOGY""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Affliction""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Destruction""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013914,1348410,Primal Precision,Primal Precision,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Druid_PrimalPrecision,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nIncreases your Expertise by 10 and you are refunded 80% of the energy cost of a finishing move if it fails to land.\n\nThis Mystic Enchant does not stack with the Primal Precision Talent.,|cFF66DDFFCrossover Talent|r\nIncreases your Expertise by 10 and you are refunded 80% of the energy cost of a finishing move if it fails to land.\n\nThis Mystic Enchant does not stack with the Primal Precision Talent.,"{""1"": ""FERAL""}","{""1"": ""FERAL""}","{""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Balance""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013915,1348412,Master Shapeshifter,Master Shapeshifter,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Druid_MasterShapeshifter,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nGrants an effect which lasts while the Druid is within the respective shapeshift form.\n\nBear Form - Increases physical damage by 4%.\n\nCat Form - Increases critical strike chance by 4%.\n\nMoonkin Form - Increases spell damage by 4%.\n\nTree of Life Form - Increases healing by 4%.\n\nThis Mystic Enchant does not stack with the Master Shapeshifter Talent.,|cFF66DDFFCrossover Talent|r\nGrants an effect which lasts while the Druid is within the respective shapeshift form.\n\nBear Form - Increases physical damage by 4%.\n\nCat Form - Increases critical strike chance by 4%.\n\nMoonkin Form - Increases spell damage by 4%.\n\nTree of Life Form - Increases healing by 4%.\n\nThis Mystic Enchant does not stack with the Master Shapeshifter Talent.,"{""1"": ""RESTORATION""}","{""1"": ""RESTORATION""}","{""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Balance""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Feral""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013936,1350687,Incite,Incite,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Warrior_Incite,C_Spell:GetSpellDescription,"|cFF66DDFFCrossover Talent|r\nIncreases the critical strike chance of your Heroic Strike, Thunder Clap and Cleave abilities by 15%.\n\nThis Mystic Enchant does not stack with the Incite Talent.","|cFF66DDFFCrossover Talent|r\nIncreases the critical strike chance of your Heroic Strike, Thunder Clap and Cleave abilities by 15%.\n\nThis Mystic Enchant does not stack with the Incite Talent.","{""1"": ""PROTECTION""}","{""1"": ""PROTECTION""}","{""1"": {""ClassType"": ""RebornWarrior"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Arms""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Fury""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013943,1351633,Blood Spatter,Blood Spatter,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Ability_Rogue_BloodSplatter,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nIncreases the damage caused by your Garrote and Rupture abilities by 30%.\n\nThis Mystic Enchant does not stack with the Blood Spatter Talent.,|cFF66DDFFCrossover Talent|r\nIncreases the damage caused by your Garrote and Rupture abilities by 30%.\n\nThis Mystic Enchant does not stack with the Blood Spatter Talent.,"{""1"": ""ASSASSINATION""}","{""1"": ""ASSASSINATION""}","{""1"": {""ClassType"": ""RebornRogue"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Combat""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Subtlety""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013945,1351881,Improved Shields,Improved Shields,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Nature_LightningShield,C_Spell:GetSpellDescription,"|cFF66DDFFCrossover Talent|r\nIncreases the damage done by your Lightning Shield orbs by 15%, increases the amount of mana gained from your Water Shield orbs by 15% and increases the amount of healing done by your Earth Shield orbs by 15%.\n\nThis Mystic Enchant does not stack with the Improved Shields Talent.","|cFF66DDFFCrossover Talent|r\nIncreases the damage done by your Lightning Shield orbs by 15%, increases the amount of mana gained from your Water Shield orbs by 15% and increases the amount of healing done by your Earth Shield orbs by 15%.\n\nThis Mystic Enchant does not stack with the Improved Shields Talent.","{""1"": ""ENHANCEMENT""}","{""1"": ""ENHANCEMENT""}","{""1"": {""ClassType"": ""RebornShaman"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Elemental""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
1013946,1352456,Enhancing Totems,Enhancing Totems,45,RE_QUALITY_RARE,1,1,TRUE,Interface\Icons\Spell_Nature_EarthBindTotem,C_Spell:GetSpellDescription,|cFF66DDFFCrossover Talent|r\nIncreases the effect of your Strength of Earth and Flametongue Totems by 15%.\n\nThis Mystic Enchant does not stack with the Enhancing Totems Talent.,|cFF66DDFFCrossover Talent|r\nIncreases the effect of your Strength of Earth and Flametongue Totems by 15%.\n\nThis Mystic Enchant does not stack with the Enhancing Totems Talent.,"{""1"": ""ENHANCEMENT""}","{""1"": ""ENHANCEMENT""}","{""1"": {""ClassType"": ""RebornShaman"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Elemental""}, ""2"": {""RequiredAE"": 0, ""RequiredTE"": 30, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
