talentID,spellID,name,spellName,requiredLevel,quality,maxRank,nodeType,class,tree,specFile,classFile,icon,descriptionSource,spellDescription,spells_json,entry_json
13162,1117003,Heart of the Wild,Heart of the Wild,35,Normal,5,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Spell_Holy_BlessingOfAgility,scan:spellDescription,"Increases your Intellect by 4%. In addition, while in Bear or Dire Bear Form your Stamina is increased by 2% and while in Cat Form your attack power is increased by 2%.","{""1"": 1117003, ""2"": 1117004, ""3"": 1117005, ""4"": 1117006, ""5"": 1124894}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 2, ""ConnectedNodes"": {""1"": 13147}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 13162, ""Icon"": ""Spell_Holy_BlessingOfAgility"", ""Name"": ""Heart of the Wild"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 35, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 25, ""Row"": 5, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1117003, ""2"": 1117004, ""3"": 1117005, ""4"": 1117006, ""5"": 1124894}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13162, ""spellID"": 1117003}"
13167,1133853,Survival of the Fittest,Survival of the Fittest,35,Normal,3,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_Enrage,scan:spellDescription,"Increases all attributes by 2%, reduces the chance you'll be critically hit by melee attacks by 2%, and increases your armor contribution from cloth and leather items in Bear Form and Dire Bear Form by 11%.","{""1"": 1133853, ""2"": 1133855, ""3"": 1133856}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 3, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13167, ""Icon"": ""Ability_Druid_Enrage"", ""Name"": ""Survival of the Fittest"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 35, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 25, ""Row"": 5, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1133853, ""2"": 1133855, ""3"": 1133856}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13167, ""spellID"": 1133853}"
13170,1117007,Leader of the Pack,Leader of the Pack,40,Normal,1,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Spell_Nature_UnyeildingStamina,scan:spellDescription,"While in Cat, Bear or Dire Bear Form, the Leader of the Pack increases ranged and melee critical chance of all party and raid members within 100 yards by 5%.","{""1"": 1117007}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13170, ""Icon"": ""Spell_Nature_UnyeildingStamina"", ""Name"": ""Leader of the Pack"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 40, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 30, ""Row"": 6, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1117007}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13170, ""spellID"": 1117007}"
13171,1134297,Improved Leader of the Pack,Improved Leader of the Pack,40,Normal,2,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Spell_Nature_UnyeildingStamina,scan:spellDescription,"Your Leader of the Pack ability also causes affected targets to heal themselves for 2% of their total health when they critically hit with a melee or ranged attack. The healing effect cannot occur more than once every 6 sec. In addition, you gain 4% of your maximum mana when you benefit from this heal.","{""1"": 1134297, ""2"": 1134300}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 3, ""ConnectedNodes"": {""1"": 13170}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 13171, ""Icon"": ""Spell_Nature_UnyeildingStamina"", ""Name"": ""Improved Leader of the Pack"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 40, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 30, ""Row"": 6, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1134297, ""2"": 1134300}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13171, ""spellID"": 1134297}"
13173,1133851,Primal Tenacity,Primal Tenacity,40,Normal,3,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_PrimalTenacity,scan:spellDescription,"Reduces the duration of fear effects by 10%, reduces all damage taken while stunned by 10% while in Cat Form.","{""1"": 1133851, ""2"": 1133852, ""3"": 1133957}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 4, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13173, ""Icon"": ""Ability_Druid_PrimalTenacity"", ""Name"": ""Primal Tenacity"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 40, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 30, ""Row"": 6, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1133851, ""2"": 1133852, ""3"": 1133957}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13173, ""spellID"": 1133851}"
13176,1157873,Protector of the Pack,Protector of the Pack,45,Normal,3,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_ChallangingRoar,scan:spellDescription,"Increases your attack power by 2% and reduces the damage you take by 4%, while in Bear or Dire Bear Form.","{""1"": 1157873, ""2"": 1157876, ""3"": 1157877}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 1, ""ConnectedNodes"": {""1"": 13170}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 13176, ""Icon"": ""Ability_Druid_ChallangingRoar"", ""Name"": ""Protector of the Pack"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 45, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 35, ""Row"": 7, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1157873, ""2"": 1157876, ""3"": 1157877}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13176, ""spellID"": 1157873}"
13179,1133859,Predatory Instincts,Predatory Instincts,45,Normal,3,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_PredatoryInstincts,scan:spellDescription,While in Cat Form increases your damage from melee critical strikes by 3% and reduces the damage taken from area of effect attacks by 10%.,"{""1"": 1133859, ""2"": 1133866, ""3"": 1133867}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 3, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13179, ""Icon"": ""Ability_Druid_PredatoryInstincts"", ""Name"": ""Predatory Instincts"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 45, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 35, ""Row"": 7, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1133859, ""2"": 1133866, ""3"": 1133867}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13179, ""spellID"": 1133859}"
13182,1148483,Infected Wounds,Infected Wounds,45,Normal,3,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_InfectedWound,scan:spellDescription,"Your Shred, Maul, and Mangle attacks cause an Infected Wound in the target. The Infected Wound reduces the movement speed of the target by 16% and the attack speed by 6%. Lasts 12 sec.","{""1"": 1148483, ""2"": 1148484, ""3"": 1148485}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 4, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13182, ""Icon"": ""Ability_Druid_InfectedWound"", ""Name"": ""Infected Wounds"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 45, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 35, ""Row"": 7, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1148483, ""2"": 1148484, ""3"": 1148485}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13182, ""spellID"": 1148483}"
13185,1148492,King of the Jungle,King of the Jungle,50,Normal,3,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_KingoftheJungle,scan:spellDescription,"While using your Enrage ability in Bear Form or Dire Bear Form, your damage is increased by 5%, and your Tiger's Fury ability also instantly restores 20 energy. In addition, the mana cost of Bear Form, Cat Form, and Dire Bear Form is reduced by 20%.","{""1"": 1148492, ""2"": 1148494, ""3"": 1148495}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13185, ""Icon"": ""Ability_Druid_KingoftheJungle"", ""Name"": ""King of the Jungle"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 50, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 40, ""Row"": 8, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1148492, ""2"": 1148494, ""3"": 1148495}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13185, ""spellID"": 1148492}"
13188,1133917,Mangle,Mangle,50,Normal,1,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_Mangle2,scan:spellDescription,"Mangle the target, inflicting damage and causing the target to take additional damage from bleed effects for 1 min. This ability can be used in Cat Form or Dire Bear Form.","{""1"": 1133917}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 2, ""ConnectedNodes"": {""1"": 13170}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 13188, ""Icon"": ""Ability_Druid_Mangle2"", ""Name"": ""Mangle"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 50, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 40, ""Row"": 8, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1133917}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""TalentAbility"", ""entryID"": 13188, ""spellID"": 1133917}"
13189,1148532,Improved Mangle,Improved Mangle,50,Normal,2,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_Mangle2,scan:spellDescription,"Reduces the cooldown of your Mangle (Bear) ability by 0.8 sec., and reduces the energy cost of your Mangle (Cat) ability by 3.","{""1"": 1148532, ""2"": 1148489}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 3, ""ConnectedNodes"": {""1"": 13188}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 13189, ""Icon"": ""Ability_Druid_Mangle2"", ""Name"": ""Improved Mangle"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 50, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 40, ""Row"": 8, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1148532, ""2"": 1148489}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13189, ""spellID"": 1148532}"
13192,1148432,Rend and Tear,Rend and Tear,55,Normal,3,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_PrimalAgression,scan:spellDescription,"Increases damage done by your Maul and Shred attacks on bleeding targets by 7%, and increases the critical strike chance of your Ferocious Bite ability on bleeding targets by 8%.","{""1"": 1148432, ""2"": 1148433, ""3"": 1148434}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13192, ""Icon"": ""Ability_Druid_PrimalAgression"", ""Name"": ""Rend and Tear"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 55, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 45, ""Row"": 9, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1148432, ""2"": 1148433, ""3"": 1148434}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13192, ""spellID"": 1148432}"
13197,1163503,Primal Gore,Primal Gore,55,Normal,1,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_Rake,scan:spellDescription,"Grants the periodic damage from your Lacerate, Thrash, Rake and Rip abilities the ability to critically hit.","{""1"": 1163503}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 3, ""ConnectedNodes"": {""1"": 13192}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 13197, ""Icon"": ""Ability_Druid_Rake"", ""Name"": ""Primal Gore"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 55, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 45, ""Row"": 9, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1163503}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""Talent"", ""entryID"": 13197, ""spellID"": 1163503}"
13198,1150334,Berserk,Berserk,60,Normal,1,SpendSquare,RebornDruid,Feral,FERAL,DRUID,Interface\Icons\Ability_Druid_Berserk,scan:spellDescription,"When activated, this ability causes your Mangle (Bear) ability to hit up to 3 targets and have no cooldown, and reduces the energy cost of all your Cat Form abilities by 50%. Lasts 15 sec. You cannot use Tiger's Fury while Berserk is active.

Clears the effect of Fear and makes you immune to Fear for the duration.","{""1"": 1150334}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13198, ""Icon"": ""Ability_Druid_Berserk"", ""Name"": ""Berserk"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 60, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 50, ""Row"": 10, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1150334}, ""TECost"": 1, ""Tab"": ""Feral"", ""Type"": ""TalentAbility"", ""entryID"": 13198, ""spellID"": 1150334}"
13199,1117050,Improved Mark of the Wild,Improved Mark of the Wild,10,Normal,2,SpendSquare,RebornDruid,Restoration,RESTORATION,DRUID,Interface\Icons\Spell_Nature_Regeneration,scan:spellDescription,"Increases the effects of your Mark of the Wild and Gift of the Wild spells by 20%, and increases all of your total attributes by 1%.","{""1"": 1117050, ""2"": 1117051}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13199, ""Icon"": ""Spell_Nature_Regeneration"", ""Name"": ""Improved Mark of the Wild"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 10, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 0, ""Row"": 0, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1117050, ""2"": 1117051}, ""TECost"": 1, ""Tab"": ""Restoration"", ""Type"": ""Talent"", ""entryID"": 13199, ""spellID"": 1117050}"
13201,1117063,Nature's Focus,Nature's Focus,10,Normal,3,SpendSquare,RebornDruid,Restoration,RESTORATION,DRUID,Interface\Icons\Spell_Nature_HealingWaveGreater,scan:spellDescription,"Reduces the pushback suffered from damaging attacks while casting Healing Touch, Wrath, Entangling Roots, Cyclone, Nourish, Regrowth and Tranquility by 23%.","{""1"": 1117063, ""2"": 1117065, ""3"": 1117066}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13201, ""Icon"": ""Spell_Nature_HealingWaveGreater"", ""Name"": ""Nature's Focus"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 10, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 0, ""Row"": 0, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1117063, ""2"": 1117065, ""3"": 1117066}, ""TECost"": 1, ""Tab"": ""Restoration"", ""Type"": ""Talent"", ""entryID"": 13201, ""spellID"": 1117063}"
13204,1117056,Furor,Furor,10,Normal,5,SpendSquare,RebornDruid,Restoration,RESTORATION,DRUID,Interface\Icons\Spell_Holy_BlessingOfStamina,scan:spellDescription,"Gives you 20% chance to gain 10 Rage when you shapeshift into Bear and Dire Bear Form, and you keep up to 20 of your Energy when you shapeshift into Cat Form, and increases your total Intellect while in Moonkin form by 2%.","{""1"": 1117056, ""2"": 1117058, ""3"": 1117059, ""4"": 1117060, ""5"": 1117061}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 3, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13204, ""Icon"": ""Spell_Holy_BlessingOfStamina"", ""Name"": ""Furor"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 10, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 0, ""Row"": 0, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1117056, ""2"": 1117058, ""3"": 1117059, ""4"": 1117060, ""5"": 1117061}, ""TECost"": 1, ""Tab"": ""Restoration"", ""Type"": ""Talent"", ""entryID"": 13204, ""spellID"": 1117056}"
13209,1117069,Naturalist,Naturalist,15,Normal,5,SpendSquare,RebornDruid,Restoration,RESTORATION,DRUID,Interface\Icons\Spell_Nature_HealingTouch,scan:spellDescription,Reduces the cast time of your Healing Touch spell by 0.1 sec and increases the damage you deal with physical attacks in all forms by 2%.,"{""1"": 1117069, ""2"": 1117070, ""3"": 1117071, ""4"": 1117072, ""5"": 1117073}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13209, ""Icon"": ""Spell_Nature_HealingTouch"", ""Name"": ""Naturalist"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 15, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 5, ""Row"": 1, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1117069, ""2"": 1117070, ""3"": 1117071, ""4"": 1117072, ""5"": 1117073}, ""TECost"": 1, ""Tab"": ""Restoration"", ""Type"": ""Talent"", ""entryID"": 13209, ""spellID"": 1117069}"
13214,1117118,Subtlety,Subtlety,15,Normal,3,SpendSquare,RebornDruid,Restoration,RESTORATION,DRUID,Interface\Icons\Ability_EyeOfTheOwl,scan:spellDescription,"Reduces the threat generated by your restoration spells by 10% and reduces the chance your helpful spells, Moonfire, and Insect Swarm will be dispelled by 10%.","{""1"": 1117118, ""2"": 1117119, ""3"": 1117120}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13214, ""Icon"": ""Ability_EyeOfTheOwl"", ""Name"": ""Subtlety"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 15, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 5, ""Row"": 1, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1117118, ""2"": 1117119, ""3"": 1117120}, ""TECost"": 1, ""Tab"": ""Restoration"", ""Type"": ""Talent"", ""entryID"": 13214, ""spellID"": 1117118}"
13217,1116833,Natural Shapeshifter,Natural Shapeshifter,15,Normal,3,SpendSquare,RebornDruid,Restoration,RESTORATION,DRUID,Interface\Icons\Spell_Nature_WispSplode,scan:spellDescription,Reduces the mana cost of all shapeshifting by 10%.,"{""1"": 1116833, ""2"": 1116834, ""3"": 1116835}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornDruid"", ""Color"": ""TEAL"", ""Column"": 3, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 13217, ""Icon"": ""Spell_Nature_WispSplode"", ""Name"": ""Natural Shapeshifter"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 15, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 5, ""Row"": 1, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1116833, ""2"": 1116834, ""3"": 1116835}, ""TECost"": 1, ""Tab"": ""Restoration"", ""Type"": ""Talent"", ""entryID"": 13217, ""spellID"": 1116833}"
